TITLE = "Z = sin(X) * sin(Y)"
VARIABLES = "X", "Y", "Z"
0.125664, 4.20973, -0.10983
0.125664, 4.27257, -0.113405
0.125664, 4.3354, -0.116532
0.125664, 4.39823, -0.119199
0.125664, 4.46106, -0.121396
0.125664, 4.52389, -0.123113
0.125664, 4.58673, -0.124345
0.125664, 4.64956, -0.125086
0.125664, 4.71239, -0.125333
0.125664, 4.77522, -0.125086
0.125664, 4.83805, -0.124345
0.125664, 4.90088, -0.123113
0.125664, 4.96372, -0.121396
0.125664, 5.02655, -0.119199
0.125664, 5.08938, -0.116532
0.125664, 5.15221, -0.113405
0.125664, 5.21504, -0.10983
0.125664, 5.27788, -0.105822
0.125664, 5.34071, -0.101397
0.125664, 5.40354, -0.0965709
0.125664, 5.46637, -0.091364
0.125664, 5.5292, -0.0857965
0.125664, 5.59203, -0.0798904
0.125664, 5.65487, -0.073669
0.125664, 5.7177, -0.0671569
0.125664, 5.78053, -0.0603797
0.125664, 5.84336, -0.0533643
0.125664, 5.90619, -0.0461382
0.125664, 5.96903, -0.0387301
0.125664, 6.03186, -0.0311691
0.125664, 6.09469, -0.0234851
0.125664, 6.15752, -0.0157084
0.125664, 6.22035, -0.00786974
0.188496, 0, 0
0.188496, 0.0628319, 0.0117658
0.188496, 0.125664, 0.0234851
0.188496, 0.188496, 0.0351118
0.188496, 0.251327, 0.0465998
0.188496, 0.314159, 0.057904
0.188496, 0.376991, 0.0689797
0.188496, 0.439823, 0.0797831
0.188496, 0.502655, 0.0902716
0.188496, 0.565487, 0.100404
0.188496, 0.628319, 0.11014
0.188496, 0.69115, 0.119441
0.188496, 0.753982, 0.128271
0.188496, 0.816814, 0.136595
0.188496, 0.879646, 0.14438
0.188496, 0.942478, 0.151595
0.188496, 1.00531, 0.158211
0.188496, 1.06814, 0.164203
0.188496, 1.13097, 0.169548
0.188496, 1.19381, 0.174223
0.188496, 1.25664, 0.17821
0.188496, 1.31947, 0.181494
0.188496, 1.3823, 0.184062
0.188496, 1.44513, 0.185904
0.188496, 1.50796, 0.187012
0.188496, 1.5708, 0.187381
0.188496, 1.63363, 0.187012
0.188496, 1.69646, 0.185904
0.188496, 1.75929, 0.184062
0.188496, 1.82212, 0.181494
0.188496, 1.88496, 0.17821
0.188496, 1.94779, 0.174223
0.188496, 2.01062, 0.169548
0.188496, 2.07345, 0.164203
0.188496, 2.13628, 0.158211
0.188496, 2.19911, 0.151595
0.188496, 2.26195, 0.14438
0.188496, 2.32478, 0.136595
0.188496, 2.38761, 0.128271
0.188496, 2.45044, 0.119441
0.188496, 2.51327, 0.11014
0.188496, 2.57611, 0.100404
0.188496, 2.63894, 0.0902716
0.188496, 2.70177, 0.0797831
0.188496, 2.7646, 0.0689797
0.188496, 2.82743, 0.057904
0.188496, 2.89027, 0.0465998
0.188496, 2.9531, 0.0351118
0.188496, 3.01593, 0.0234851
0.188496, 3.07876, 0.0117658
0.188496, 3.14159, -4.76337e-16
0.188496, 3.20442, -0.0117658
0.188496, 3.26726, -0.0234851
0.188496, 3.33009, -0.0351118
0.188496, 3.39292, -0.0465998
0.188496, 3.45575, -0.057904
0.188496, 3.51858, -0.0689797
0.188496, 3.58142, -0.0797831
0.188496, 3.64425, -0.0902716
0.188496, 3.70708, -0.100404
0.188496, 3.76991, -0.11014
0.188496, 3.83274, -0.119441
0.188496, 3.89557, -0.128271
0.188496, 3.95841, -0.136595
0.188496, 4.02124, -0.14438
0.188496, 4.08407, -0.151595
0.188496, 4.1469, -0.158211
0.188496, 4.20973, -0.164203
0.188496, 4.27257, -0.169548
0.188496, 4.3354, -0.174223
0.188496, 4.39823, -0.17821
0.188496, 4.46106, -0.181494
0.188496, 4.52389, -0.184062
0.188496, 4.58673, -0.185904
0.188496, 4.64956, -0.187012
0.188496, 4.71239, -0.187381
0.188496, 4.77522, -0.187012
0.188496, 4.83805, -0.185904
0.188496, 4.90088, -0.184062
0.188496, 4.96372, -0.181494
0.188496, 5.02655, -0.17821
0.188496, 5.08938, -0.174223
0.188496, 5.15221, -0.169548
0.188496, 5.21504, -0.164203
0.188496, 5.27788, -0.158211
0.188496, 5.34071, -0.151595
0.188496, 5.40354, -0.14438
0.188496, 5.46637, -0.136595
0.188496, 5.5292, -0.128271
0.188496, 5.59203, -0.119441
0.188496, 5.65487, -0.11014
0.188496, 5.7177, -0.100404
0.188496, 5.78053, -0.0902716
0.188496, 5.84336, -0.0797831
0.188496, 5.90619, -0.0689797
0.188496, 5.96903, -0.057904
0.188496, 6.03186, -0.0465998
0.188496, 6.09469, -0.0351118
0.188496, 6.15752, -0.0234851
0.188496, 6.22035, -0.0117658
0.251327, 0, 0
0.251327, 0.0628319, 0.0156154
0.251327, 0.125664, 0.0311691
0.251327, 0.188496, 0.0465998
0.251327, 0.251327, 0.0618467
0.251327, 0.314159, 0.0768494
0.251327, 0.376991, 0.0915489
0.251327, 0.439823, 0.105887
0.251327, 0.502655, 0.119807
0.251327, 0.565487, 0.133255
0.251327, 0.628319, 0.146176
0.251327, 0.69115, 0.158521
0.251327, 0.753982, 0.17024
0.251327, 0.816814, 0.181287
0.251327, 0.879646, 0.191619
0.251327, 0.942478, 0.201194
0.251327, 1.00531, 0.209976
0.251327, 1.06814, 0.217929
0.251327, 1.13097, 0.225021
0.251327, 1.19381, 0.231226
0.251327, 1.25664, 0.236518
0.251327, 1.31947, 0.240877
0.251327, 1.3823, 0.244285
0.251327, 1.44513, 0.246729
0.251327, 1.50796, 0.248199
0.251327, 1.5708, 0.24869
0.251327, 1.63363, 0.248199
0.251327, 1.69646, 0.246729
0.251327, 1.75929, 0.244285
0.251327, 1.82212, 0.240877
0.251327, 1.88496, 0.236518
0.251327, 1.94779, 0.231226
0.251327, 2.01062, 0.225021
0.251327, 2.07345, 0.217929
0.251327, 2.13628, 0.209976
0.251327, 2.19911, 0.201194
0.251327, 2.26195, 0.191619
0.251327, 2.32478, 0.181287
0.251327, 2.38761, 0.17024
0.251327, 2.45044, 0.158521
0.251327, 2.51327, 0.146176
0.251327, 2.57611, 0.133255
0.251327, 2.63894, 0.119807
0.251327, 2.70177, 0.105887
0.251327, 2.7646, 0.0915489
0.251327, 2.82743, 0.0768494
0.251327, 2.89027, 0.0618467
0.251327, 2.9531, 0.0465998
0.251327, 3.01593, 0.0311691
0.251327, 3.07876, 0.0156154
0.251327, 3.14159, -6.32188e-16
0.251327, 3.20442, -0.0156154
0.251327, 3.26726, -0.0311691
0.251327, 3.33009, -0.0465998
0.251327, 3.39292, -0.0618467
0.251327, 3.45575, -0.0768494
0.251327, 3.51858, -0.0915489
0.251327, 3.58142, -0.105887
0.251327, 3.64425, -0.119807
0.251327, 3.70708, -0.133255
0.251327, 3.76991, -0.146176
0.251327, 3.83274, -0.158521
0.251327, 3.89557, -0.17024
0.251327, 3.95841, -0.181287
0.251327, 4.02124, -0.191619
0.251327, 4.08407, -0.201194
0.251327, 4.1469, -0.209976
0.251327, 4.20973, -0.217929
0.251327, 4.27257, -0.225021
0.251327, 4.3354, -0.231226
0.251327, 4.39823, -0.236518
0.251327, 4.46106, -0.240877
0.251327, 4.52389, -0.244285
0.251327, 4.58673, -0.246729
0.251327, 4.64956, -0.248199
0.251327, 4.71239, -0.24869
0.251327, 4.77522, -0.248199
0.251327, 4.83805, -0.246729
0.251327, 4.90088, -0.244285
0.251327, 4.96372, -0.240877
0.251327, 5.02655, -0.236518
0.251327, 5.08938, -0.231226
0.251327, 5.15221, -0.225021
0.251327, 5.21504, -0.217929
0.251327, 5.27788, -0.209976
0.251327, 5.34071, -0.201194
0.251327, 5.40354, -0.191619
0.251327, 5.46637, -0.181287
0.251327, 5.5292, -0.17024
0.251327, 5.59203, -0.158521
0.251327, 5.65487, -0.146176
0.251327, 5.7177, -0.133255
0.251327, 5.78053, -0.119807
0.251327, 5.84336, -0.105887
0.251327, 5.90619, -0.0915489
0.251327, 5.96903, -0.0768494
0.251327, 6.03186, -0.0618467
0.251327, 6.09469, -0.0465998
0.251327, 6.15752, -0.0311691
0.251327, 6.22035, -0.0156154
0.314159, 0, 0
0.314159, 0.0628319, 0.0194033
0.314159, 0.125664, 0.0387301
0.314159, 0.188496, 0.057904
0.314159, 0.251327, 0.0768494
0.314159, 0.314159, 0.0954915
0.314159, 0.376991, 0.113757
0.314159, 0.439823, 0.131573
0.314159, 0.502655, 0.14887
0.314159, 0.565487, 0.16558
0.314159, 0.628319, 0.181636
0.314159, 0.69115, 0.196975
0.314159, 0.753982, 0.211537
0.314159, 0.816814, 0.225264
0.314159, 0.879646, 0.238102
0.314159, 0.942478, 0.25
0.314159, 1.00531, 0.260912
0.314159, 1.06814, 0.270794
0.314159, 1.13097, 0.279607
0.314159, 1.19381, 0.287317
0.314159, 1.25664, 0.293893
0.314159, 1.31947, 0.299309
0.314159, 1.3823, 0.303543
0.314159, 1.44513, 0.30658
0.314159, 1.50796, 0.308407
0.314159, 1.5708, 0.309017
0.314159, 1.63363, 0.308407
0.314159, 1.69646, 0.30658
0.314159, 1.75929, 0.303543
0.314159, 1.82212, 0.299309
0.314159, 1.88496, 0.293893
0.314159, 1.94779, 0.287317
0.314159, 2.01062, 0.279607
0.314159, 2.07345, 0.270794
0.314159, 2.13628, 0.260912
0.314159, 2.19911, 0.25
0.314159, 2.26195, 0.238102
0.314159, 2.32478, 0.225264
0.314159, 2.38761, 0.211537
0.314159, 2.45044, 0.196975
0.314159, 2.51327, 0.181636
0.314159, 2.57611, 0.16558
0.314159, 2.63894, 0.14887
0.314159, 2.70177, 0.131573
0.314159, 2.7646, 0.113757
0.314159, 2.82743, 0.0954915
0.314159, 2.89027, 0.0768494
0.314159, 2.9531, 0.057904
0.314159, 3.01593, 0.0387301
0.314159, 3.07876, 0.0194033
0.314159, 3.14159, -7.85544e-16
0.314159, 3.20442, -0.0194033
0.314159, 3.26726, -0.0387301
0.314159, 3.33009, -0.057904
0.314159, 3.39292, -0.0768494
0.314159, 3.45575, -0.0954915
0.314159, 3.51858, -0.113757
0.314159, 3.58142, -0.131573
0.314159, 3.64425, -0.14887
0.314159, 3.70708, -0.16558
0.314159, 3.76991, -0.181636
0.314159, 3.83274, -0.196975
0.314159, 3.89557, -0.211537
0.314159, 3.95841, -0.225264
0.314159, 4.02124, -0.238102
0.314159, 4.08407, -0.25
0.314159, 4.1469, -0.260912
0.314159, 4.20973, -0.270794
0.314159, 4.27257, -0.279607
0.314159, 4.3354, -0.287317
0.314159, 4.39823, -0.293893
0.314159, 4.46106, -0.299309
0.314159, 4.52389, -0.303543
0.314159, 4.58673, -0.30658
0.314159, 4.64956, -0.308407
0.314159, 4.71239, -0.309017
0.314159, 4.77522, -0.308407
0.314159, 4.83805, -0.30658
0.314159, 4.90088, -0.303543
0.314159, 4.96372, -0.299309
0.314159, 5.02655, -0.293893
0.314159, 5.08938, -0.287317
0.314159, 5.15221, -0.279607
0.314159, 5.21504, -0.270794
0.314159, 5.27788, -0.260912
0.314159, 5.34071, -0.25
0.314159, 5.40354, -0.238102
0.314159, 5.46637, -0.225264
0.314159, 5.5292, -0.211537
0.314159, 5.59203, -0.196975
0.314159, 5.65487, -0.181636
0.314159, 5.7177, -0.16558
0.314159, 5.78053, -0.14887
0.314159, 5.84336, -0.131573
0.314159, 5.90619, -0.113757
0.314159, 5.96903, -0.0954915
0.314159, 6.03186, -0.0768494
0.314159, 6.09469, -0.057904
0.314159, 6.15752, -0.0387301
0.314159, 6.22035, -0.0194033
0.376991, 0, 0
0.376991, 0.0628319, 0.0231147
0.376991, 0.125664, 0.0461382
0.376991, 0.188496, 0.0689797
0.376991, 0.251327, 0.0915489
0.376991, 0.314159, 0.113757
0.376991, 0.376991, 0.135516
0.376991, 0.439823, 0.15674
0.376991, 0.502655, 0.177345
0.376991, 0.565487, 0.197251
0.376991, 0.628319, 0.216378
0.376991, 0.69115, 0.234651
0.376991, 0.753982, 0.251999
0.376991, 0.816814, 0.268351
0.376991, 0.879646, 0.283645
0.376991, 0.942478, 0.297819
0.376991, 1.00531, 0.310818
0.376991, 1.06814, 0.32259
0.376991, 1.13097, 0.333089
0.376991, 1.19381, 0.342274
0.376991, 1.25664, 0.350107
0.376991, 1.31947, 0.356559
0.376991, 1.3823, 0.361604
0.376991, 1.44513, 0.365222
0.376991, 1.50796, 0.367398
0.376991, 1.5708, 0.368125
0.376991, 1.63363, 0.367398
0.376991, 1.69646, 0.365222
0.376991, 1.75929, 0.361604
0.376991, 1.82212, 0.356559
0.376991, 1.88496, 0.350107
0.376991, 1.94779, 0.342274
0.376991, 2.01062, 0.333089
0.376991, 2.07345, 0.32259
0.376991, 2.13628, 0.310818
0.376991, 2.19911, 0.297819
0.376991, 2.26195, 0.283645
0.376991, 2.32478, 0.268351
0.376991, 2.38761, 0.251999
0.376991, 2.45044, 0.234651
0.376991, 2.51327, 0.216378
0.376991, 2.57611, 0.197251
0.376991, 2.63894, 0.177345
0.376991, 2.70177, 0.15674
0.376991, 2.7646, 0.135516
0.376991, 2.82743, 0.113757
0.376991, 2.89027, 0.0915489
0.376991, 2.9531, 0.0689797
0.376991, 3.01593, 0.0461382
0.376991, 3.07876, 0.0231147
0.376991, 3.14159, -9.358e-16
0.376991, 3.20442, -0.0231147
0.376991, 3.26726, -0.0461382
0.376991, 3.33009, -0.0689797
0.376991, 3.39292, -0.0915489
0.376991, 3.45575, -0.113757
0.376991, 3.51858, -0.135516
0.376991, 3.58142, -0.15674
0.376991, 3.64425, -0.177345
0.376991, 3.70708, -0.197251
0.376991, 3.76991, -0.216378
0.376991, 3.83274, -0.234651
0.376991, 3.89557, -0.251999
0.376991, 3.95841, -0.268351
0.376991, 4.02124, -0.283645
0.376991, 4.08407, -0.297819
0.376991, 4.1469, -0.310818
0.376991, 4.20973, -0.32259
0.376991, 4.27257, -0.333089
0.376991, 4.3354, -0.342274
0.376991, 4.39823, -0.350107
0.376991, 4.46106, -0.356559
0.376991, 4.52389, -0.361604
0.376991, 4.58673, -0.365222
0.376991, 4.64956, -0.367398
0.376991, 4.71239, -0.368125
0.376991, 4.77522, -0.367398
0.376991, 4.83805, -0.365222
0.376991, 4.90088, -0.361604
0.376991, 4.96372, -0.356559
0.376991, 5.02655, -0.350107
0.376991, 5.08938, -0.342274
0.376991, 5.15221, -0.333089
0.376991, 5.21504, -0.32259
0.376991, 5.27788, -0.310818
0.376991, 5.34071, -0.297819
0.376991, 5.40354, -0.283645
0.376991, 5.46637, -0.268351
0.376991, 5.5292, -0.251999
0.376991, 5.59203, -0.234651
0.376991, 5.65487, -0.216378
0.376991, 5.7177, -0.197251
0.376991, 5.78053, -0.177345
0.376991, 5.84336, -0.15674
0.376991, 5.90619, -0.135516
0.376991, 5.96903, -0.113757
0.376991, 6.03186, -0.0915489
0.376991, 6.09469, -0.0689797
0.376991, 6.15752, -0.0461382
0.376991, 6.22035, -0.0231147
0.439823, 0, 0
0.439823, 0.0628319, 0.0267349
0.439823, 0.125664, 0.0533643
0.439823, 0.188496, 0.0797831
0.439823, 0.251327, 0.105887
0.439823, 0.314159, 0.131573
0.439823, 0.376991, 0.15674
0.439823, 0.439823, 0.181288
0.439823, 0.502655, 0.205121
0.439823, 0.565487, 0.228144
0.439823, 0.628319, 0.250267
0.439823, 0.69115, 0.271402
0.439823, 0.753982, 0.291466
0.439823, 0.816814, 0.31038
0.439823, 0.879646, 0.328069
0.439823, 0.942478, 0.344463
0.439823, 1.00531, 0.359497
0.439823, 1.06814, 0.373113
0.439823, 1.13097, 0.385257
0.439823, 1.19381, 0.39588
0.439823, 1.25664, 0.40494
0.439823, 1.31947, 0.412403
0.439823, 1.3823, 0.418238
0.439823, 1.44513, 0.422422
0.439823, 1.50796, 0.424939
0.439823, 1.5708, 0.425779
0.439823, 1.63363, 0.424939
0.439823, 1.69646, 0.422422
0.439823, 1.75929, 0.418238
0.439823, 1.82212, 0.412403
0.439823, 1.88496, 0.40494
0.439823, 1.94779, 0.39588
0.439823, 2.01062, 0.385257
0.439823, 2.07345, 0.373113
0.439823, 2.13628, 0.359497
0.439823, 2.19911, 0.344463
0.439823, 2.26195, 0.328069
0.439823, 2.32478, 0.31038
0.439823, 2.38761, 0.291466
0.439823, 2.45044, 0.271402
0.439823, 2.51327, 0.250267
0.439823, 2.57611, 0.228144
0.439823, 2.63894, 0.205121
0.439823, 2.70177, 0.181288
0.439823, 2.7646, 0.15674
0.439823, 2.82743, 0.131573
0.439823, 2.89027, 0.105887
0.439823, 2.9531, 0.0797831
0.439823, 3.01593, 0.0533643
0.439823, 3.07876, 0.0267349
0.439823, 3.14159, -1.08236e-15
0.439823, 3.20442, -0.0267349
0.439823, 3.26726, -0.0533643
0.439823, 3.33009, -0.0797831
0.439823, 3.39292, -0.105887
0.439823, 3.45575, -0.131573
0.439823, 3.51858, -0.15674
0.439823, 3.58142, -0.181288
0.439823, 3.64425, -0.205121
0.439823, 3.70708, -0.228144
0.439823, 3.76991, -0.250267
0.439823, 3.83274, -0.271402
0.439823, 3.89557, -0.291466
0.439823, 3.95841, -0.31038
0.439823, 4.02124, -0.328069
0.439823, 4.08407, -0.344463
0.439823, 4.1469, -0.359497
0.439823, 4.20973, -0.373113
0.439823, 4.27257, -0.385257
0.439823, 4.3354, -0.39588
0.439823, 4.39823, -0.40494
0.439823, 4.46106, -0.412403
0.439823, 4.52389, -0.418238
0.439823, 4.58673, -0.422422
0.439823, 4.64956, -0.424939
0.439823, 4.71239, -0.425779
0.439823, 4.77522, -0.424939
0.439823, 4.83805, -0.422422
0.439823, 4.90088, -0.418238
0.439823, 4.96372, -0.412403
0.439823, 5.02655, -0.40494
0.439823, 5.08938, -0.39588
0.439823, 5.15221, -0.385257
0.439823, 5.21504, -0.373113
0.439823, 5.27788, -0.359497
0.439823, 5.34071, -0.344463
0.439823, 5.40354, -0.328069
0.439823, 5.46637, -0.31038
0.439823, 5.5292, -0.291466
0.439823, 5.59203, -0.271402
0.439823, 5.65487, -0.250267
0.439823, 5.7177, -0.228144
0.439823, 5.78053, -0.205121
0.439823, 5.84336, -0.181288
0.439823, 5.90619, -0.15674
0.439823, 5.96903, -0.131573
0.439823, 6.03186, -0.105887
0.439823, 6.09469, -0.0797831
0.439823, 6.15752, -0.0533643
0.439823, 6.22035, -0.0267349
0.502655, 0, 0
0.502655, 0.0628319, 0.0302496
0.502655, 0.125664, 0.0603797
0.502655, 0.188496, 0.0902716
0.502655, 0.251327, 0.119807
0.502655, 0.314159, 0.14887
0.502655, 0.376991, 0.177345
0.502655, 0.439823, 0.205121
0.502655, 0.502655, 0.232087
0.502655, 0.565487, 0.258137
0.502655, 0.628319, 0.283168
0.502655, 0.69115, 0.307081
0.502655, 0.753982, 0.329783
0.502655, 0.816814, 0.351183
0.502655, 0.879646, 0.371198
0.502655, 0.942478, 0.389747
0.502655, 1.00531, 0.406758
0.502655, 1.06814, 0.422164
0.502655, 1.13097, 0.435904
0.502655, 1.19381, 0.447923
0.502655, 1.25664, 0.458175
0.502655, 1.31947, 0.466618
0.502655, 1.3823, 0.47322
0.502655, 1.44513, 0.477955
0.502655, 1.50796, 0.480803
0.502655, 1.5708, 0.481754
0.502655, 1.63363, 0.480803
0.502655, 1.69646, 0.477955
0.502655, 1.75929, 0.47322
0.502655, 1.82212, 0.466618
0.502655, 1.88496, 0.458175
0.502655, 1.94779, 0.447923
0.502655, 2.01062, 0.435904
