TITLE = "Normal distribution"
VARIABLES = "X", "Y", "Z"
ZONE T = "ZONE1", I = 100 J = 100, F = POINT
-0.18, -1.02, 0.0930818
-0.18, -0.96, 0.0987783
-0.18, -0.9, 0.104447
-0.18, -0.84, 0.110044
-0.18, -0.78, 0.115524
-0.18, -0.72, 0.120841
-0.18, -0.66, 0.125949
-0.18, -0.6, 0.130801
-0.18, -0.54, 0.135352
-0.18, -0.48, 0.139558
-0.18, -0.42, 0.143377
-0.18, -0.36, 0.146772
-0.18, -0.3, 0.149707
-0.18, -0.24, 0.152152
-0.18, -0.18, 0.154081
-0.18, -0.12, 0.155474
-0.18, -0.06, 0.156316
-0.18, 2.16493e-15, 0.156597
-0.18, 0.06, 0.156316
-0.18, 0.12, 0.155474
-0.18, 0.18, 0.154081
-0.18, 0.24, 0.152152
-0.18, 0.3, 0.149707
-0.18, 0.36, 0.146772
-0.18, 0.42, 0.143377
-0.18, 0.48, 0.139558
-0.18, 0.54, 0.135352
-0.18, 0.6, 0.130801
-0.18, 0.66, 0.125949
-0.18, 0.72, 0.120841
-0.18, 0.78, 0.115524
-0.18, 0.84, 0.110044
-0.18, 0.9, 0.104447
-0.18, 0.96, 0.0987783
-0.18, 1.02, 0.0930818
-0.18, 1.08, 0.0873985
-0.18, 1.14, 0.0817674
-0.18, 1.2, 0.0762241
-0.18, 1.26, 0.0708014
-0.18, 1.32, 0.065528
-0.18, 1.38, 0.0604295
-0.18, 1.44, 0.0555275
-0.18, 1.5, 0.0508397
-0.18, 1.56, 0.0463805
-0.18, 1.62, 0.0421603
-0.18, 1.68, 0.0381864
-0.18, 1.74, 0.0344627
-0.18, 1.8, 0.0309904
-0.18, 1.86, 0.0277678
-0.18, 1.92, 0.0247909
-0.18, 1.98, 0.0220537
-0.18, 2.04, 0.0195481
-0.18, 2.1, 0.0172649
-0.18, 2.16, 0.0151937
-0.18, 2.22, 0.0133228
-0.18, 2.28, 0.0116404
-0.18, 2.34, 0.0101338
-0.18, 2.4, 0.00879056
-0.18, 2.46, 0.00759795
-0.18, 2.52, 0.00654354
-0.18, 2.58, 0.00561521
-0.18, 2.64, 0.00480126
-0.18, 2.7, 0.00409054
-0.18, 2.76, 0.00347251
-0.18, 2.82, 0.00293726
-0.18, 2.88, 0.00247559
-0.18, 2.94, 0.00207898
-0.12, -3, 0.00175537
-0.12, -2.94, 0.00209778
-0.12, -2.88, 0.00249797
-0.12, -2.82, 0.00296382
-0.12, -2.76, 0.00350391
-0.12, -2.7, 0.00412753
-0.12, -2.64, 0.00484467
-0.12, -2.58, 0.00566597
-0.12, -2.52, 0.0066027
-0.12, -2.46, 0.00766664
-0.12, -2.4, 0.00887003
-0.12, -2.34, 0.0102254
-0.12, -2.28, 0.0117456
-0.12, -2.22, 0.0134433
-0.12, -2.16, 0.015331
-0.12, -2.1, 0.017421
-0.12, -2.04, 0.0197248
-0.12, -1.98, 0.022253
-0.12, -1.92, 0.0250151
-0.12, -1.86, 0.0280189
-0.12, -1.8, 0.0312706
-0.12, -1.74, 0.0347743
-0.12, -1.68, 0.0385316
-0.12, -1.62, 0.0425414
-0.12, -1.56, 0.0467998
-0.12, -1.5, 0.0512994
-0.12, -1.44, 0.0560295
-0.12, -1.38, 0.0609759
-0.12, -1.32, 0.0661205
-0.12, -1.26, 0.0714414
-0.12, -1.2, 0.0769133
-0.12, -1.14, 0.0825066
-0.12, -1.08, 0.0881886
-0.12, -1.02, 0.0939233
-0.12, -0.96, 0.0996713
-0.12, -0.9, 0.105391
-0.12, -0.84, 0.111039
-0.12, -0.78, 0.116568
-0.12, -0.72, 0.121934
-0.12, -0.66, 0.127088
-0.12, -0.6, 0.131984
-0.12, -0.54, 0.136576
-0.12, -0.48, 0.140819
-0.12, -0.42, 0.144673
-0.12, -0.36, 0.148099
-0.12, -0.3, 0.15106
-0.12, -0.24, 0.153527
-0.12, -0.18, 0.155474
-0.12, -0.12, 0.15688
-0.12, -0.06, 0.157729
-0.12, 2.16493e-15, 0.158013
-0.12, 0.06, 0.157729
-0.12, 0.12, 0.15688
-0.12, 0.18, 0.155474
-0.12, 0.24, 0.153527
-0.12, 0.3, 0.15106
-0.12, 0.36, 0.148099
-0.12, 0.42, 0.144673
-0.12, 0.48, 0.140819
-0.12, 0.54, 0.136576
-0.12, 0.6, 0.131984
-0.12, 0.66, 0.127088
-0.12, 0.72, 0.121934
-0.12, 0.78, 0.116568
-0.12, 0.84, 0.111039
-0.12, 0.9, 0.105391
-0.12, 0.96, 0.0996713
-0.12, 1.02, 0.0939233
-0.12, 1.08, 0.0881886
-0.12, 1.14, 0.0825066
-0.12, 1.2, 0.0769133
-0.12, 1.26, 0.0714414
-0.12, 1.32, 0.0661205
-0.12, 1.38, 0.0609759
-0.12, 1.44, 0.0560295
-0.12, 1.5, 0.0512994
-0.12, 1.56, 0.0467998
-0.12, 1.62, 0.0425414
-0.12, 1.68, 0.0385316
-0.12, 1.74, 0.0347743
-0.12, 1.8, 0.0312706
-0.12, 1.86, 0.0280189
-0.12, 1.92, 0.0250151
-0.12, 1.98, 0.022253
-0.12, 2.04, 0.0197248
-0.12, 2.1, 0.017421
-0.12, 2.16, 0.015331
-0.12, 2.22, 0.0134433
-0.12, 2.28, 0.0117456
-0.12, 2.34, 0.0102254
-0.12, 2.4, 0.00887003
-0.12, 2.46, 0.00766664
-0.12, 2.52, 0.0066027
-0.12, 2.58, 0.00566597
-0.12, 2.64, 0.00484467
-0.12, 2.7, 0.00412753
-0.12, 2.76, 0.00350391
-0.12, 2.82, 0.00296382
-0.12, 2.88, 0.00249797
-0.12, 2.94, 0.00209778
-0.06, -3, 0.00176487
-0.06, -2.94, 0.00210914
-0.06, -2.88, 0.0025115
-0.06, -2.82, 0.00297987
-0.06, -2.76, 0.00352288
-0.06, -2.7, 0.00414987
-0.06, -2.64, 0.0048709
-0.06, -2.58, 0.00569665
-0.06, -2.52, 0.00663845
-0.06, -2.46, 0.00770815
-0.06, -2.4, 0.00891806
-0.06, -2.34, 0.0102808
-0.06, -2.28, 0.0118092
-0.06, -2.22, 0.0135161
-0.06, -2.16, 0.015414
-0.06, -2.1, 0.0175154
-0.06, -2.04, 0.0198316
-0.06, -1.98, 0.0223735
-0.06, -1.92, 0.0251505
-0.06, -1.86, 0.0281706
-0.06, -1.8, 0.0314399
-0.06, -1.74, 0.0349626
-0.06, -1.68, 0.0387402
-0.06, -1.62, 0.0427718
-0.06, -1.56, 0.0470532
-0.06, -1.5, 0.0515771
-0.06, -1.44, 0.0563329
-0.06, -1.38, 0.061306
-0.06, -1.32, 0.0664785
-0.06, -1.26, 0.0718283
-0.06, -1.2, 0.0773297
-0.06, -1.14, 0.0829533
-0.06, -1.08, 0.0886662
-0.06, -1.02, 0.0944318
-0.06, -0.96, 0.100211
-0.06, -0.9, 0.105962
-0.06, -0.84, 0.11164
-0.06, -0.78, 0.1172
-0.06, -0.72, 0.122594
-0.06, -0.66, 0.127776
-0.06, -0.6, 0.132698
-0.06, -0.54, 0.137315
-0.06, -0.48, 0.141582
-0.06, -0.42, 0.145457
-0.06, -0.36, 0.1489
-0.06, -0.3, 0.151878
-0.06, -0.24, 0.154359
-0.06, -0.18, 0.156316
-0.06, -0.12, 0.157729
-0.06, -0.06, 0.158583
-0.06, 2.16493e-15, 0.158869
-0.06, 0.06, 0.158583
-0.06, 0.12, 0.157729
-0.06, 0.18, 0.156316
-0.06, 0.24, 0.154359
-0.06, 0.3, 0.151878
-0.06, 0.36, 0.1489
-0.06, 0.42, 0.145457
-0.06, 0.48, 0.141582
-0.06, 0.54, 0.137315
-0.06, 0.6, 0.132698
-0.06, 0.66, 0.127776
-0.06, 0.72, 0.122594
-0.06, 0.78, 0.1172
-0.06, 0.84, 0.11164
-0.06, 0.9, 0.105962
-0.06, 0.96, 0.100211
-0.06, 1.02, 0.0944318
-0.06, 1.08, 0.0886662
-0.06, 1.14, 0.0829533
-0.06, 1.2, 0.0773297
-0.06, 1.26, 0.0718283
-0.06, 1.32, 0.0664785
-0.06, 1.38, 0.061306
-0.06, 1.44, 0.0563329
-0.06, 1.5, 0.0515771
-0.06, 1.56, 0.0470532
-0.06, 1.62, 0.0427718
-0.06, 1.68, 0.0387402
-0.06, 1.74, 0.0349626
-0.06, 1.8, 0.0314399
-0.06, 1.86, 0.0281706
-0.06, 1.92, 0.0251505
-0.06, 1.98, 0.0223735
-0.06, 2.04, 0.0198316
-0.06, 2.1, 0.0175154
-0.06, 2.16, 0.015414
-0.06, 2.22, 0.0135161
-0.06, 2.28, 0.0118092
-0.06, 2.34, 0.0102808
-0.06, 2.4, 0.00891806
-0.06, 2.46, 0.00770815
-0.06, 2.52, 0.00663845
-0.06, 2.58, 0.00569665
-0.06, 2.64, 0.0048709
-0.06, 2.7, 0.00414987
-0.06, 2.76, 0.00352288
-0.06, 2.82, 0.00297987
-0.06, 2.88, 0.0025115
-0.06, 2.94, 0.00210914
2.16493e-15, -3, 0.00176805
2.16493e-15, -2.94, 0.00211294
2.16493e-15, -2.88, 0.00251602
2.16493e-15, -2.82, 0.00298523
2.16493e-15, -2.76, 0.00352922
2.16493e-15, -2.7, 0.00415735
2.16493e-15, -2.64, 0.00487967
2.16493e-15, -2.58, 0.00570691
2.16493e-15, -2.52, 0.00665041
2.16493e-15, -2.46, 0.00772204
2.16493e-15, -2.4, 0.00893412
2.16493e-15, -2.34, 0.0102993
2.16493e-15, -2.28, 0.0118305
2.16493e-15, -2.22, 0.0135404
2.16493e-15, -2.16, 0.0154418
2.16493e-15, -2.1, 0.0175469
2.16493e-15, -2.04, 0.0198674
2.16493e-15, -1.98, 0.0224138
2.16493e-15, -1.92, 0.0251958
2.16493e-15, -1.86, 0.0282213
2.16493e-15, -1.8, 0.0314966
2.16493e-15, -1.74, 0.0350256
2.16493e-15, -1.68, 0.03881
2.16493e-15, -1.62, 0.0428488
2.16493e-15, -1.56, 0.0471379
2.16493e-15, -1.5, 0.05167
2.16493e-15, -1.44, 0.0564344
2.16493e-15, -1.38, 0.0614165
2.16493e-15, -1.32, 0.0665982
2.16493e-15, -1.26, 0.0719577
2.16493e-15, -1.2, 0.077469
2.16493e-15, -1.14, 0.0831028
2.16493e-15, -1.08, 0.0888259
2.16493e-15, -1.02, 0.094602
2.16493e-15, -0.96, 0.100392
2.16493e-15, -0.9, 0.106153
2.16493e-15, -0.84, 0.111841
2.16493e-15, -0.78, 0.117411
2.16493e-15, -0.72, 0.122815
2.16493e-15, -0.66, 0.128006
2.16493e-15, -0.6, 0.132937
2.16493e-15, -0.54, 0.137562
2.16493e-15, -0.48, 0.141837
2.16493e-15, -0.42, 0.145719
2.16493e-15, -0.36, 0.149169
2.16493e-15, -0.3, 0.152152
2.16493e-15, -0.24, 0.154637
2.16493e-15, -0.18, 0.156597
2.16493e-15, -0.12, 0.158013
2.16493e-15, -0.06, 0.158869
2.16493e-15, 2.16493e-15, 0.159155
2.16493e-15, 0.06, 0.158869
2.16493e-15, 0.12, 0.158013
2.16493e-15, 0.18, 0.156597
2.16493e-15, 0.24, 0.154637
2.16493e-15, 0.3, 0.152152
2.16493e-15, 0.36, 0.149169
2.16493e-15, 0.42, 0.145719
2.16493e-15, 0.48, 0.141837
2.16493e-15, 0.54, 0.137562
2.16493e-15, 0.6, 0.132937
2.16493e-15, 0.66, 0.128006
2.16493e-15, 0.72, 0.122815
2.16493e-15, 0.78, 0.117411
2.16493e-15, 0.84, 0.111841
2.16493e-15, 0.9, 0.106153
2.16493e-15, 0.96, 0.100392
2.16493e-15, 1.02, 0.094602
2.16493e-15, 1.08, 0.0888259
2.16493e-15, 1.14, 0.0831028
2.16493e-15, 1.2, 0.077469
2.16493e-15, 1.26, 0.0719577
2.16493e-15, 1.32, 0.0665982
2.16493e-15, 1.38, 0.0614165
2.16493e-15, 1.44, 0.0564344
2.16493e-15, 1.5, 0.05167
2.16493e-15, 1.56, 0.0471379
2.16493e-15, 1.62, 0.0428488
2.16493e-15, 1.68, 0.03881
2.16493e-15, 1.74, 0.0350256
2.16493e-15, 1.8, 0.0314966
2.16493e-15, 1.86, 0.0282213
2.16493e-15, 1.92, 0.0251958
2.16493e-15, 1.98, 0.0224138
2.16493e-15, 2.04, 0.0198674
2.16493e-15, 2.1, 0.0175469
2.16493e-15, 2.16, 0.0154418
2.16493e-15, 2.22, 0.0135404
2.16493e-15, 2.28, 0.0118305
2.16493e-15, 2.34, 0.0102993
2.16493e-15, 2.4, 0.00893412
2.16493e-15, 2.46, 0.00772204
2.16493e-15, 2.52, 0.00665041
2.16493e-15, 2.58, 0.00570691
2.16493e-15, 2.64, 0.00487967
2.16493e-15, 2.7, 0.00415735
2.16493e-15, 2.76, 0.00352922
2.16493e-15, 2.82, 0.00298523
2.16493e-15, 2.88, 0.00251602
2.16493e-15, 2.94, 0.00211294
0.06, -3, 0.00176487
0.06, -2.94, 0.00210914
0.06, -2.88, 0.0025115
0.06, -2.82, 0.00297987
0.06, -2.76, 0.00352288
0.06, -2.7, 0.00414987
0.06, -2.64, 0.0048709
0.06, -2.58, 0.00569665
0.06, -2.52, 0.00663845
0.06, -2.46, 0.00770815
0.06, -2.4, 0.00891806
0.06, -2.34, 0.0102808
0.06, -2.28, 0.0118092
0.06, -2.22, 0.0135161
0.06, -2.16, 0.015414
0.06, -2.1, 0.0175154
0.06, -2.04, 0.0198316
0.06, -1.98, 0.0223735
0.06, -1.92, 0.0251505
0.06, -1.86, 0.0281706
0.06, -1.8, 0.0314399
0.06, -1.74, 0.0349626
0.06, -1.68, 0.0387402
0.06, -1.62, 0.0427718
0.06, -1.56, 0.0470532
0.06, -1.5, 0.0515771
0.06, -1.44, 0.0563329
0.06, -1.38, 0.061306
0.06, -1.32, 0.0664785
0.06, -1.26, 0.0718283
0.06, -1.2, 0.0773297
0.06, -1.14, 0.0829533
0.06, -1.08, 0.0886662
0.06, -1.02, 0.0944318
0.06, -0.96, 0.100211
0.06, -0.9, 0.105962
0.06, -0.84, 0.11164
0.06, -0.78, 0.1172
0.06, -0.72, 0.122594
0.06, -0.66, 0.127776
0.06, -0.6, 0.132698
0.06, -0.54, 0.137315
0.06, -0.48, 0.141582
0.06, -0.42, 0.145457
0.06, -0.36, 0.1489
0.06, -0.3, 0.151878
0.06, -0.24, 0.154359
0.06, -0.18, 0.156316
0.06, -0.12, 0.157729
0.06, -0.06, 0.158583
0.06, 2.16493e-15, 0.158869
0.06, 0.06, 0.158583
0.06, 0.12, 0.157729
0.06, 0.18, 0.156316
0.06, 0.24, 0.154359
0.06, 0.3, 0.151878
0.06, 0.36, 0.1489
0.06, 0.42, 0.145457
0.06, 0.48, 0.141582
0.06, 0.54, 0.137315
0.06, 0.6, 0.132698
0.06, 0.66, 0.127776
0.06, 0.72, 0.122594
0.06, 0.78, 0.1172
0.06, 0.84, 0.11164
0.06, 0.9, 0.105962
0.06, 0.96, 0.100211
0.06, 1.02, 0.0944318
0.06, 1.08, 0.0886662
0.06, 1.14, 0.0829533
0.06, 1.2, 0.0773297
0.06, 1.26, 0.0718283
0.06, 1.32, 0.0664785
0.06, 1.38, 0.061306
0.06, 1.44, 0.0563329
0.06, 1.5, 0.0515771
0.06, 1.56, 0.0470532
0.06, 1.62, 0.0427718
0.06, 1.68, 0.0387402
0.06, 1.74, 0.0349626
0.06, 1.8, 0.0314399
0.06, 1.86, 0.0281706
0.06, 1.92, 0.0251505
0.06, 1.98, 0.0223735
0.06, 2.04, 0.0198316
0.06, 2.1, 0.0175154
0.06, 2.16, 0.015414
0.06, 2.22, 0.0135161
0.06, 2.28, 0.0118092
0.06, 2.34, 0.0102808
0.06, 2.4, 0.00891806
0.06, 2.46, 0.00770815
0.06, 2.52, 0.00663845
0.06, 2.58, 0.00569665
0.06, 2.64, 0.0048709
0.06, 2.7, 0.00414987
0.06, 2.76, 0.00352288
0.06, 2.82, 0.00297987
0.06, 2.88, 0.0025115
0.06, 2.94, 0.00210914
0.12, -3, 0.00175537
0.12, -2.94, 0.00209778
0.12, -2.88, 0.00249797
0.12, -2.82, 0.00296382
0.12, -2.76, 0.00350391
0.12, -2.7, 0.00412753
0.12, -2.64, 0.00484467
0.12, -2.58, 0.00566597
0.12, -2.52, 0.0066027
0.12, -2.46, 0.00766664
0.12, -2.4, 0.00887003
0.12, -2.34, 0.0102254
0.12, -2.28, 0.0117456
0.12, -2.22, 0.0134433
0.12, -2.16, 0.015331
0.12, -2.1, 0.017421
0.12, -2.04, 0.0197248
0.12, -1.98, 0.022253
0.12, -1.92, 0.0250151
0.12, -1.86, 0.0280189
0.12, -1.8, 0.0312706
0.12, -1.74, 0.0347743
0.12, -1.68, 0.0385316
0.12, -1.62, 0.0425414
0.12, -1.56, 0.0467998
0.12, -1.5, 0.0512994
0.12, -1.44, 0.0560295
0.12, -1.38, 0.0609759
0.12, -1.32, 0.0661205
0.12, -1.26, 0.0714414
0.12, -1.2, 0.0769133
0.12, -1.14, 0.0825066
0.12, -1.08, 0.0881886
0.12, -1.02, 0.0939233
0.12, -0.96, 0.0996713
0.12, -0.9, 0.105391
0.12, -0.84, 0.111039
0.12, -0.78, 0.116568
0.12, -0.72, 0.121934
0.12, -0.66, 0.127088
0.12, -0.6, 0.131984
0.12, -0.54, 0.136576
0.12, -0.48, 0.140819
0.12, -0.42, 0.144673
0.12, -0.36, 0.148099
0.12, -0.3, 0.15106
0.12, -0.24, 0.153527
0.12, -0.18, 0.155474
0.12, -0.12, 0.15688
0.12, -0.06, 0.157729
0.12, 2.16493e-15, 0.158013
0.12, 0.06, 0.157729
0.12, 0.12, 0.15688
0.12, 0.18, 0.155474
0.12, 0.24, 0.153527
0.12, 0.3, 0.15106
0.12, 0.36, 0.148099
0.12, 0.42, 0.144673
0.12, 0.48, 0.140819
0.12, 0.54, 0.136576
0.12, 0.6, 0.131984
0.12, 0.66, 0.127088
0.12, 0.72, 0.121934
0.12, 0.78, 0.116568
0.12, 0.84, 0.111039
0.12, 0.9, 0.105391
0.12, 0.96, 0.0996713
0.12, 1.02, 0.0939233
0.12, 1.08, 0.0881886
0.12, 1.14, 0.0825066
0.12, 1.2, 0.0769133
0.12, 1.26, 0.0714414
0.12, 1.32, 0.0661205
0.12, 1.38, 0.0609759
0.12, 1.44, 0.0560295
0.12, 1.5, 0.0512994
0.12, 1.56, 0.0467998
0.12, 1.62, 0.0425414
0.12, 1.68, 0.0385316
0.12, 1.74, 0.0347743
0.12, 1.8, 0.0312706
0.12, 1.86, 0.0280189
0.12, 1.92, 0.0250151
0.12, 1.98, 0.022253
0.12, 2.04, 0.0197248
0.12, 2.1, 0.017421
0.12, 2.16, 0.015331
0.12, 2.22, 0.0134433
0.12, 2.28, 0.0117456
0.12, 2.34, 0.0102254
0.12, 2.4, 0.00887003
0.12, 2.46, 0.00766664
0.12, 2.52, 0.0066027
0.12, 2.58, 0.00566597
0.12, 2.64, 0.00484467
0.12, 2.7, 0.00412753
0.12, 2.76, 0.00350391
0.12, 2.82, 0.00296382
0.12, 2.88, 0.00249797
0.12, 2.94, 0.00209778
0.18, -3, 0.00173964
0.18, -2.94, 0.00207898
0.18, -2.88, 0.00247559
0.18, -2.82, 0.00293726
0.18, -2.76, 0.00347251
0.18, -2.7, 0.00409054
0.18, -2.64, 0.00480126
0.18, -2.58, 0.00561521
0.18, -2.52, 0.00654354
0.18, -2.46, 0.00759795
0.18, -2.4, 0.00879056
0.18, -2.34, 0.0101338
0.18, -2.28, 0.0116404
0.18, -2.22, 0.0133228
0.18, -2.16, 0.0151937
0.18, -2.1, 0.0172649
0.18, -2.04, 0.0195481
0.18, -1.98, 0.0220537
0.18, -1.92, 0.0247909
0.18, -1.86, 0.0277678
0.18, -1.8, 0.0309904
0.18, -1.74, 0.0344627
0.18, -1.68, 0.0381864
0.18, -1.62, 0.0421603
0.18, -1.56, 0.0463805
0.18, -1.5, 0.0508397
0.18, -1.44, 0.0555275
0.18, -1.38, 0.0604295
0.18, -1.32, 0.065528
0.18, -1.26, 0.0708014
0.18, -1.2, 0.0762241
0.18, -1.14, 0.0817674
0.18, -1.08, 0.0873985
0.18, -1.02, 0.0930818
0.18, -0.96, 0.0987783
0.18, -0.9, 0.104447
0.18, -0.84, 0.110044
0.18, -0.78, 0.115524
0.18, -0.72, 0.120841
0.18, -0.66, 0.125949
0.18, -0.6, 0.130801
0.18, -0.54, 0.135352
0.18, -0.48, 0.139558
0.18, -0.42, 0.143377
0.18, -0.36, 0.146772
0.18, -0.3, 0.149707
0.18, -0.24, 0.152152
0.18, -0.18, 0.154081
0.18, -0.12, 0.155474
0.18, -0.06, 0.156316
0.18, 2.16493e-15, 0.156597
0.18, 0.06, 0.156316
0.18, 0.12, 0.155474
0.18, 0.18, 0.154081
0.18, 0.24, 0.152152
0.18, 0.3, 0.149707
0.18, 0.36, 0.146772
0.18, 0.42, 0.143377
0.18, 0.48, 0.139558
0.18, 0.54, 0.135352
0.18, 0.6, 0.130801
0.18, 0.66, 0.125949
0.18, 0.72, 0.120841
0.18, 0.78, 0.115524
0.18, 0.84, 0.110044
0.18, 0.9, 0.104447
0.18, 0.96, 0.0987783
0.18, 1.02, 0.0930818
0.18, 1.08, 0.0873985
0.18, 1.14, 0.0817674
0.18, 1.2, 0.0762241
0.18, 1.26, 0.0708014
0.18, 1.32, 0.065528
0.18, 1.38, 0.0604295
0.18, 1.44, 0.0555275
0.18, 1.5, 0.0508397
0.18, 1.56, 0.0463805
0.18, 1.62, 0.0421603
0.18, 1.68, 0.0381864
0.18, 1.74, 0.0344627
0.18, 1.8, 0.0309904
0.18, 1.86, 0.0277678
0.18, 1.92, 0.0247909
0.18, 1.98, 0.0220537
0.18, 2.04, 0.0195481
0.18, 2.1, 0.0172649
0.18, 2.16, 0.0151937
0.18, 2.22, 0.0133228
0.18, 2.28, 0.0116404
0.18, 2.34, 0.0101338
0.18, 2.4, 0.00879056
0.18, 2.46, 0.00759795
0.18, 2.52, 0.00654354
0.18, 2.58, 0.00561521
0.18, 2.64, 0.00480126
0.18, 2.7, 0.00409054
0.18, 2.76, 0.00347251
0.18, 2.82, 0.00293726
0.18, 2.88, 0.00247559
0.18, 2.94, 0.00207898
0.24, -3, 0.00171786
0.24, -2.94, 0.00205295
0.24, -2.88, 0.00244459
0.24, -2.82, 0.00290049
0.24, -2.76, 0.00342903
0.24, -2.7, 0.00403933
0.24, -2.64, 0.00474114
0.24, -2.58, 0.0055449
0.24, -2.52, 0.00646161
0.24, -2.46, 0.00750281
0.24, -2.4, 0.00868049
0.24, -2.34, 0.0100069
0.24, -2.28, 0.0114946
0.24, -2.22, 0.013156
0.24, -2.16, 0.0150034
0.24, -2.1, 0.0170488
0.24, -2.04, 0.0193033
0.24, -1.98, 0.0217775
0.24, -1.92, 0.0244805
0.24, -1.86, 0.0274202
0.24, -1.8, 0.0306024
0.24, -1.74, 0.0340312
0.24, -1.68, 0.0377082
0.24, -1.62, 0.0416324
0.24, -1.56, 0.0457997
0.24, -1.5, 0.0502032
0.24, -1.44, 0.0548322
0.24, -1.38, 0.0596729
0.24, -1.32, 0.0647076
0.24, -1.26, 0.0699149
0.24, -1.2, 0.0752697
0.24, -1.14, 0.0807436
0.24, -1.08, 0.0863042
0.24, -1.02, 0.0919163
0.24, -0.96, 0.0975415
0.24, -0.9, 0.103139
0.24, -0.84, 0.108666
0.24, -0.78, 0.114078
0.24, -0.72, 0.119328
0.24, -0.66, 0.124372
0.24, -0.6, 0.129163
0.24, -0.54, 0.133657
0.24, -0.48, 0.13781
0.24, -0.42, 0.141582
0.24, -0.36, 0.144934
0.24, -0.3, 0.147832
0.24, -0.24, 0.150247
0.24, -0.18, 0.152152
0.24, -0.12, 0.153527
0.24, -0.06, 0.154359
0.24, 2.16493e-15, 0.154637
0.24, 0.06, 0.154359
0.24, 0.12, 0.153527
0.24, 0.18, 0.152152
0.24, 0.24, 0.150247
0.24, 0.3, 0.147832
0.24, 0.36, 0.144934
0.24, 0.42, 0.141582
0.24, 0.48, 0.13781
0.24, 0.54, 0.133657
0.24, 0.6, 0.129163
0.24, 0.66, 0.124372
0.24, 0.72, 0.119328
0.24, 0.78, 0.114078
0.24, 0.84, 0.108666
0.24, 0.9, 0.103139
0.24, 0.96, 0.0975415
0.24, 1.02, 0.0919163
0.24, 1.08, 0.0863042
0.24, 1.14, 0.0807436
0.24, 1.2, 0.0752697
0.24, 1.26, 0.0699149
0.24, 1.32, 0.0647076
0.24, 1.38, 0.0596729
0.24, 1.44, 0.0548322
0.24, 1.5, 0.0502032
0.24, 1.56, 0.0457997
0.24, 1.62, 0.0416324
0.24, 1.68, 0.0377082
0.24, 1.74, 0.0340312
0.24, 1.8, 0.0306024
0.24, 1.86, 0.0274202
0.24, 1.92, 0.0244805
0.24, 1.98, 0.0217775
0.24, 2.04, 0.0193033
0.24, 2.1, 0.0170488
0.24, 2.16, 0.0150034
0.24, 2.22, 0.013156
0.24, 2.28, 0.0114946
0.24, 2.34, 0.0100069
0.24, 2.4, 0.00868049
0.24, 2.46, 0.00750281
0.24, 2.52, 0.00646161
0.24, 2.58, 0.0055449
0.24, 2.64, 0.00474114
0.24, 2.7, 0.00403933
0.24, 2.76, 0.00342903
0.24, 2.82, 0.00290049
0.24, 2.88, 0.00244459
0.24, 2.94, 0.00205295
0.3, -3, 0.00169025
0.3, -2.94, 0.00201996
0.3, -2.88, 0.00240531
0.3, -2.82, 0.00285388
0.3, -2.76, 0.00337393
0.3, -2.7, 0.00397442
0.3, -2.64, 0.00466496
0.3, -2.58, 0.00545579
0.3, -2.52, 0.00635777
0.3, -2.46, 0.00738225
0.3, -2.4, 0.008541
0.3, -2.34, 0.00984613
0.3, -2.28, 0.0113099
0.3, -2.22, 0.0129446
0.3, -2.16, 0.0147623
0.3, -2.1, 0.0167748
0.3, -2.04, 0.0189931
0.3, -1.98, 0.0214276
0.3, -1.92, 0.0240871
0.3, -1.86, 0.0269795
0.3, -1.8, 0.0301106
0.3, -1.74, 0.0334844
0.3, -1.68, 0.0371023
0.3, -1.62, 0.0409634
0.3, -1.56, 0.0450638
0.3, -1.5, 0.0493964
0.3, -1.44, 0.0539511
0.3, -1.38, 0.058714
0.3, -1.32, 0.0636678
0.3, -1.26, 0.0687914
0.3, -1.2, 0.0740602
0.3, -1.14, 0.0794461
0.3, -1.08, 0.0849173
0.3, -1.02, 0.0904392
0.3, -0.96, 0.0959741
0.3, -0.9, 0.101482
0.3, -0.84, 0.10692
0.3, -0.78, 0.112244
0.3, -0.72, 0.117411
0.3, -0.66, 0.122374
0.3, -0.6, 0.127088
0.3, -0.54, 0.131509
0.3, -0.48, 0.135596
0.3, -0.42, 0.139307
0.3, -0.36, 0.142605
0.3, -0.3, 0.145457
0.3, -0.24, 0.147832
0.3, -0.18, 0.149707
0.3, -0.12, 0.15106
0.3, -0.06, 0.151878
0.3, 2.16493e-15, 0.152152
0.3, 0.06, 0.151878
0.3, 0.12, 0.15106
0.3, 0.18, 0.149707
0.3, 0.24, 0.147832
0.3, 0.3, 0.145457
0.3, 0.36, 0.142605
0.3, 0.42, 0.139307
0.3, 0.48, 0.135596
0.3, 0.54, 0.131509
0.3, 0.6, 0.127088
0.3, 0.66, 0.122374
0.3, 0.72, 0.117411
0.3, 0.78, 0.112244
0.3, 0.84, 0.10692
0.3, 0.9, 0.101482
0.3, 0.96, 0.0959741
0.3, 1.02, 0.0904392
0.3, 1.08, 0.0849173
0.3, 1.14, 0.0794461
0.3, 1.2, 0.0740602
0.3, 1.26, 0.0687914
0.3, 1.32, 0.0636678
0.3, 1.38, 0.058714
0.3, 1.44, 0.0539511
0.3, 1.5, 0.0493964
0.3, 1.56, 0.0450638
0.3, 1.62, 0.0409634
0.3, 1.68, 0.0371023
0.3, 1.74, 0.0334844
0.3, 1.8, 0.0301106
